branch_id,topics,ending
1224,COVID-19 response - Unemployment rates - Blame for COVID handling,disagreement
1225,COVID-19 response - Unemployment rates - Responsibility for COVID-19 handling,disagreement
1226,COVID-19 handling - Unemployment rates - Media bias accusations,disagreement
1227,COVID-19 handling - Unemployment rates - Media coverage bias,disagreement
1228,COVID-19 handling - Trump's response to COVID - Unemployment rates,disagreement
1229,COVID-19 response - Trump's communication style - Lockdowns impact - Underreporting claims,inconclusive
1230,COVID-19 response - Trump's communication style - Lockdowns and economic relief - COVID-19 death toll comparison,disagreement
1231,candidate policies - vaccine efficacy - medical science criticism,disagreement
1232,Trump's age - Trump's activities - accusations of being a bot/NPC,disagreement
1233,Trump's age - Truth Social - Appeal to a base,inconclusive
1234,Trump's age - social media use - political motivations - accusations of being a bot,disagreement
1235,Trump's appeal to voters - Trump's age - accusations of being a bot,disagreement
1236,Trump's appeal - Age and activity - Dismissal of opinions - Reading recommendations,disagreement
1237,Trump interview - subscriber access - political disagreement,agreement
1238,Interview opening question - Question editing - Perception vs. reality,disagreement
1239,interview opening question - chronological order - audience perception,disagreement
1240,interview opening - question placement - perception vs. reality,disagreement
1241,Interview question appropriateness - Mushroom use - Generational differences,inconclusive
1242,Election result denial - January 6th events - Presidential transition norms - Trump's actions,disagreement
1243,election denial claims - January 6th events - Trump supporters' views,disagreement
1244,election denial - J6 riot - Trump's actions - election results questioning,disagreement
1245,election denial claims - January 6th events - Trump's rhetoric,disagreement
1246,election denial - January 6th events - Trump's actions - media narratives - definitions of insurrection,disagreement
1247,election denial claims - January 6th events - Trump's actions - political accusations,disagreement
1248,election denial - J6 events - Trump's actions - election results questioning - Trump's voter fraud claims,disagreement
1249,election denial claims - January 6th - election result questioning - Trump's actions,disagreement
1250,Election denial - January 6th - Trump's actions,disagreement
1251,election denial - January 6th events - Trump's actions post-election - Trump's supporters,disagreement
1252,election denial claims - J6 riot - Trump's supporters - media bias,disagreement
1253,election denial - January 6th - Trump's actions,disagreement
1254,election denial - J6 riot - Trump's actions - media bias,disagreement
1255,election denial - January 6th - Trump's actions,disagreement
1256,Election denial - Trump's post-election actions - J6 protest - Historical election challenges - State-sponsored propaganda,disagreement
1257,Election denial claims - January 6th events - Trump's influence on division - Election result questioning,disagreement
1258,election denial claims - January 6th events - Trump's actions,disagreement
1259,election denial - January 6th - Trump's post-election behavior - peaceful transfer of power,disagreement
1260,election denial - election results questioning - January 6th events - Trump's actions,disagreement
1261,election denial - January 6th - Trump's actions,disagreement
1262,Election denial - 2020 election irregularities - January 6th - Trump's actions/rhetoric,disagreement
1263,election denial claims - January 6th events - Trump's actions - media bias accusations,disagreement
1264,election denial - January 6th - Trump's actions - media influence,disagreement
1265,election denial - Trump's loss admission - J6 riot - legitimacy of election results,disagreement
1266,election denial - J6 protest - Trump's actions - election results questioning - violent nullification claims,disagreement
1267,Election result denial - January 6th protest - Trump's actions - Media influence,disagreement
1268,election results denial - Trump's election loss - J6 riot - concession speeches,disagreement
1269,Election denial claims - January 6th Capitol riot - Trump's post-election actions - Legitimacy of election results,disagreement
1270,election results denial - January 6th protest - Trump's responsibility,disagreement
1271,election denial - election results questioning - January 6th events - Trump's actions,disagreement
1272,election denial - election results questioning - January 6th - Trump's actions,disagreement
1273,Trump's election loss - election vote margin - family relationships,inconclusive
1274,election results - Trump's statements - media influence,inconclusive
1275,Trump's election loss - Election results margin - 2024 election claims,inconclusive
1276,Trump's election loss - election vote margin - Trump's statements,disagreement
1277,Trump election loss - election vote margin - Electoral College,disagreement
1278,Trump election loss - Trump's legal issues - Trump supporters criticism,disagreement
1279,Trump's election loss - Election fraud claims - Biden's vote count,disagreement
1280,Trump's election loss - election results margin - constitutional interpretation,inconclusive
1281,Trump election loss - Margin of votes - Popular vote debate,disagreement
1282,Trump election loss - election results - 2016 election outcome,disagreement
1283,Trump's election loss - election fraud claims - voter rule changes - Trump's supporters,disagreement
1284,election fraud claims - mail-in ballots - Trump's election loss - political hypocrisy,disagreement
1285,election loss acknowledgement - voter fraud claims - evidence requirements,disagreement
1286,Trump's loss - Election integrity - Sarcasm detection,inconclusive
